idUser;idRequestToAssociate;reference;job;idCategory1;idCategory2;idManagerialLevel;description;numberVacancies;idContractWorkType;idWorkingHours;idWorkMethod;salaryMin;salaryMax;hideSalary;cep;vacancyLocationType;companyHidden;alternativeDescription;youtubeVideoUrl;idStudy1Min;idExperienceRange;ageMin;ageMax;idSex;deficiencyRequired;deficiencyInformation;cidRequired;deficiencies;changeResidenceAvailabilityRequired;travelAvailabilityRequired;vehicleRequired;licenseRequired;idLicenseList;studies;languages;benefits;skills;tags;publish
26424;96202;96202;PORTEIRO;83;429;2;;1;0;0;0;;;False;79600-021;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;96205;96205;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;20010-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
32868;96422;96422;VIGILANTE;83;429;2;;1;0;0;0;;;False;26950-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;96434;96434;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;78770-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;96440;96440;VIGILANTE;83;429;2;;1;0;0;0;;;False;29931-820;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;96442;96442;VIGILANTE INTERMITENTE;83;429;2;;2;0;0;0;;;False;79600-021;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
32869;96444;96444;VIGILANTE;83;429;2;;1;0;0;0;;;False;29900-202;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;96456;96456;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;29930-015;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;96458;96458;VIGILANTE INTERMITENTE;83;429;2;;2;0;0;0;;;False;79590-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;96464;96464;PORTEIRO;83;429;2;;1;0;0;0;;;False;29930-015;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;96469;96469;PORTEIRO;83;429;2;;1;0;0;0;;;False;29931-820;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;96472;96472;SERVENTE DE LIMPEZA;83;429;2;;1;0;0;0;;;False;84400-977;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
32869;96479;96479;VIGILANTE;83;429;2;;1;0;0;0;;;False;82860-090;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;96486;96486;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78785-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
32869;96498;96498;VIGILANTE;83;429;2;;1;0;0;0;;;False;82860-090;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;96644;96644;VIGILANTE;83;429;2;;1;0;0;0;;;False;78573-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;96657;96657;VIGILANTE;83;429;2;;1;0;0;0;;;False;79944-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;96668;96668;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;19250-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;96670;96670;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;19200-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;96676;96676;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;19200-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;96678;96678;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;19273-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;96680;96680;BOMBEIRO CIVIL;83;429;2;;1;0;0;0;;;False;11900-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;96687;96687;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;19590-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31819;96700;96700;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78850-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;96733;96733;VIGILANTE;83;429;2;;1;0;0;0;;;False;07242-160;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;96734;96734;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;07242-160;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;96735;96735;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;12140-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31819;96743;96743;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;74010-030;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31819;96745;96745;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;76195-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31819;96751;96751;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;27510-100;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;96757;96757;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;23970-994;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;96761;96761;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;27210-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29540;96902;96902;ANALISTA ADMINISTRATIVO;83;429;2;;1;0;0;0;;;False;19010-040;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31819;96921;96921;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;75134-640;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;96934;96934;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;14070-100;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;96939;96939;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;36500-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;96967;96967;SERVENTE DE LIMPEZA;83;429;2;;1;0;0;0;;;False;85830-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31819;96972;96972;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;70070-710;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31819;96983;96983;VIGILANTE;83;429;2;;1;0;0;0;;;False;25640-450;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;96989;96989;PORTEIRO;83;429;2;;1;0;0;0;;;False;79140-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;97005;97005;PORTEIRO;83;429;2;;1;0;0;0;;;False;79787-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;97006;97006;PORTEIRO;83;429;2;;1;0;0;0;;;False;79787-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;97008;97008;PORTEIRO;83;429;2;;1;0;0;0;;;False;79787-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;97009;97009;PORTEIRO;83;429;2;;1;0;0;0;;;False;79787-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;97012;97012;VIGILANTE;83;429;2;;1;0;0;0;;;False;13010-002;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;97017;97017;VIGILANTE;83;429;2;;1;0;0;0;;;False;13486-507;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;97098;97098;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;13478-865;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;97157;97157;VIGILANTE;83;429;2;;1;0;0;0;;;False;75813-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;97198;97198;PORTEIRO;83;429;2;;1;0;0;0;;;False;19490-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;97200;97200;PORTEIRO;83;429;2;;1;0;0;0;;;False;19490-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;97212;97212;VIGILANTE;83;429;2;;1;0;0;0;;;False;35450-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;97216;97216;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;39480-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;97258;97258;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;30110-022;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;97305;97305;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;19970-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;97307;97307;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;17010-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;97308;97308;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;17500-005;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;97316;97316;PORTEIRO;83;429;2;;1;0;0;0;;;False;18970-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;97317;97317;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;75091-396;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;97556;97556;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;75603-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31819;97571;97571;SERVENTE DE LIMPEZA;83;429;2;;1;0;0;0;;;False;85575-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;97586;97586;SERVENTE DE LIMPEZA;83;429;2;;1;0;0;0;;;False;85515-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31819;97600;97600;VIGILANTE;83;429;2;;1;0;0;0;;;False;85960-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;97627;97627;PORTEIRO;83;429;2;;1;0;0;0;;;False;18970-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;97633;97633;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;19970-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;97660;97660;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;79170-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;97690;97690;AUXILIAR DE SERVICOS GERAIS;83;429;2;;1;0;0;0;;;False;38740-108;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;97692;97692;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;36032-424;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;97697;97697;SUPERVISOR VIGILANCIA;83;429;2;;1;0;0;0;;;False;14095-050;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;97851;97851;TECNICO ELETRONICA 1;83;429;2;;1;0;0;0;;;False;19100-082;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31265;97898;97898;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;27963-022;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;97911;97911;VIGILANTE;83;429;2;;1;0;0;0;;;False;13500-145;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98009;98009;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;17500-005;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98012;98012;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;85884-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98014;98014;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;17690-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98015;98015;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;85884-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23920;98017;98017;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;85575-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
31819;98022;98022;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;85460-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98028;98028;SERVENTE DE LIMPEZA;83;429;2;;1;0;0;0;;;False;85412-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;98029;98029;VIGILANTE;83;429;2;;1;0;0;0;;;False;39600-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98046;98046;VIGILANTE MOTORIZADO;83;429;2;;1;0;0;0;;;False;72771-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
32868;98047;98047;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;26950-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98049;98049;VIGILANTE MOTORIZADO;83;429;2;;1;0;0;0;;;False;72771-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;98050;98050;ASSISTENTE DE PROSPECCAO;83;429;2;;1;0;0;0;;;False;19010-040;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98051;98051;VIGILANTE MOTORIZADO;83;429;2;;1;0;0;0;;;False;72771-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98052;98052;VIGILANTE MOTORIZADO;83;429;2;;1;0;0;0;;;False;72771-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98053;98053;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;27210-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98054;98054;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;85601-333;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;98056;98056;ASSISTENTE DE PROSPECCAO;83;429;2;;1;0;0;0;;;False;19010-040;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;98059;98059;ASSISTENTE DE PROSPECCAO;83;429;2;;1;0;0;0;;;False;19010-040;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98060;98060;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;23970-994;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;98116;98116;BOMBEIRO CIVIL;83;429;2;;1;0;0;0;;;False;11900-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;98145;98145;PORTEIRO FERISTA;83;429;2;;1;0;0;0;;;False;79170-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;98171;98171;VIGILANTE;83;429;2;;1;0;0;0;;;False;13010-002;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;98174;98174;VIGILANTE;83;429;2;;1;0;0;0;;;False;14095-050;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;98426;98426;PORTEIRO;83;429;2;;1;0;0;0;;;False;15053-830;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;98434;98434;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;79900-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98464;98464;VIGILANTE;83;429;2;;1;0;0;0;;;False;17690-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;98465;98465;PORTEIRO;83;429;2;;1;0;0;0;;;False;14070-100;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;98469;98469;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;14070-100;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;98480;98480;VIGILANTE;83;429;2;;1;0;0;0;;;False;78092-044;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98484;98484;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78670-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;98489;98489;PORTEIRO;83;429;2;;1;0;0;0;;;False;79002-006;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;98490;98490;VIGILANTE;83;429;2;;1;0;0;0;;;False;75702-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;98492;98492;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78643-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;98513;98513;VIGILANTE;83;429;2;;1;0;0;0;;;False;75702-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;98514;98514;VIGILANTE;83;429;2;;1;0;0;0;;;False;75702-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;98518;98518;VIGILANTE;83;429;2;;1;0;0;0;;;False;75702-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;98522;98522;VIGILANTE;83;429;2;;1;0;0;0;;;False;75702-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;98528;98528;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78088-044;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;98529;98529;VIGILANTE;83;429;2;;1;0;0;0;;;False;78573-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;98530;98530;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78088-044;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;98531;98531;VIGILANTE;83;429;2;;1;0;0;0;;;False;78573-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;98534;98534;VIGILANTE;83;429;2;;1;0;0;0;;;False;78885-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;98535;98535;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78088-044;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98540;98540;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78158-805;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;98542;98542;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78158-805;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;98559;98559;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;79600-021;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;98580;98580;AUXILIAR ADMINISTRATIVO;83;429;2;;1;0;0;0;;;False;01002-010;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;98581;98581;ANALISTA ADMINISTRATIVO;83;429;2;;1;0;0;0;;;False;01002-010;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;98582;98582;VIGILANTE;83;429;2;;1;0;0;0;;;False;19100-082;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;98585;98585;PORTEIRO;83;429;2;;1;0;0;0;;;False;19100-082;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;98640;98640;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;79072-636;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;98823;98823;OPERADOR DE MONITORAMENTO;83;429;2;;1;0;0;0;;;False;19100-082;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;98825;98825;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;;0;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;98835;98835;SERVENTE DE LIMPEZA;83;429;2;;1;0;0;0;;;False;84320-972;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;98843;98843;VIGILANTE;83;429;2;;1;0;0;0;;;False;78550-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;98909;98909;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78695-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;98912;98912;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78700-522;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;98913;98913;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78700-522;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;98914;98914;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78780-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;98924;98924;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;85863-390;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;98935;98935;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;84220-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;98936;98936;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;83260-992;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23921;98978;98978;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;79787-971;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;98986;98986;VIGILANTE;83;429;2;;1;0;0;0;;;False;79002-006;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;98987;98987;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;12140-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;98992;98992;VIGILANTE;83;429;2;;1;0;0;0;;;False;79600-021;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;99092;99092;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;19490-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;99094;99094;VIGILANTE;83;429;2;;1;0;0;0;;;False;79600-021;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;99095;99095;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;19490-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;99100;99100;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;19490-970;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;99102;99102;VIGILANTE;83;429;2;;1;0;0;0;;;False;79170-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;99123;99123;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;79170-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;99131;99131;PORTEIRO;83;429;2;;1;0;0;0;;;False;80010-040;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;99149;99149;VIGILANTE;83;429;2;;1;0;0;0;;;False;75702-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;99151;99151;VIGILANTE;83;429;2;;1;0;0;0;;;False;75702-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;99152;99152;VIGILANTE;83;429;2;;1;0;0;0;;;False;75702-210;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
32869;99173;99173;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78092-044;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;99175;99175;AUXILIAR DE SERVICOS GERAIS;83;429;2;;1;0;0;0;;;False;40010-904;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
34412;99199;99199;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;19870-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;99202;99202;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78248-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
32869;99205;99205;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78088-044;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
32869;99208;99208;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78088-044;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;99209;99209;KEY ACCOUNT EXECUTIVE JUNIOR;83;429;2;;1;0;0;0;;;False;01002-010;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23930;99212;99212;KEY ACCOUNT EXECUTIVE JUNIOR;83;429;2;;1;0;0;0;;;False;01002-010;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;99219;99219;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;29931-820;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;99222;99222;VIGILANTE;83;429;2;;1;0;0;0;;;False;13500-145;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
29140;99226;99226;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;79823-381;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;99233;99233;VIGILANTE;83;429;2;;1;0;0;0;;;False;78550-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;99248;99248;VIGILANTE;83;429;2;;1;0;0;0;;;False;01422-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23929;99249;99249;AUXILIAR DE LIMPEZA;83;429;2;;1;0;0;0;;;False;01422-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;99256;99256;VIGILANTE;83;429;2;;1;0;0;0;;;False;95333-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
32869;99275;99275;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;79900-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;99276;99276;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;37044-450;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23924;99286;99286;VIGILANTE INTERMITENTE;83;429;2;;1;0;0;0;;;False;35519-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
26424;99432;99432;VIGILANTE FERISTA;83;429;2;;1;0;0;0;;;False;78770-000;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
0;99436;99436;SERVENTE DE LIMPEZA;83;429;2;;1;0;0;0;;;False;86010-001;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
23927;99439;99439;VIGILANTE PARCIAL;83;429;2;;1;0;0;0;;;False;86010-001;1;False;;;0;;;;;False;;False;[];False;False;False;False;;;;;;[];False
