idRequest;idCompany;requestTitle;vacanciesCount;creationDate;closedDate;sentCandidatesCount;contractedCandidatesCount;idVacancyAssociated;approvedDate
101118;1588;VIGILANTE PARCIAL;1;2022-12-15T13:10:15.2288644;2022-12-29T17:17:09.5916963;0;0;296081 ;2022-12-15T13:10:15.4408055
101120;1588;VIGILANTE MOTORISTA/MOTOCICLISTA;2;2022-12-15T13:15:57.0118215;;0;0; ;2022-12-15T13:16:19.0116719
101122;1588;VIGILANTE;1;2022-12-15T13:24:08.1386541;2023-01-09T17:06:52.6927651;1;1;297616 ;2022-12-15T13:24:47.9278103
101124;1588;VIGILANTE;2;2022-12-15T13:32:07.1103309;;0;0; ;2022-12-15T13:32:19.8558513
101127;1588;VIGILANTE PARCIAL;1;2022-12-15T13:39:16.3889437;;0;0;297624 ;2022-12-15T13:39:32.4899705
101132;1588;VIGILANTE PARCIAL;1;2022-12-15T13:48:18.0186377;;0;0;297624 ;2022-12-15T13:49:31.0680624
101153;1588;VIGILANTE;1;2022-12-15T14:50:49.6152731;2023-05-18T09:48:23.2737293;1;1;296308 ;2022-12-15T14:50:49.8405226
101211;1588;VIGILANTE INTERMITENTE;1;2022-12-15T18:04:44.7102277;2023-01-11T10:37:58.0255506;0;0;297094 ;2022-12-15T18:04:49.8441081
101216;1588;VIGILANTE PARCIAL;1;2022-12-15T22:49:54.4139365;;0;0;295352 ;2022-12-15T22:49:54.8091456
101217;1588;VIGILANTE PARCIAL;1;2022-12-15T22:57:35.2573784;2023-09-08T12:07:58.3981568;1;1;295373 ;2022-12-15T22:57:35.4081538
101218;1588;VIGILANTE PARCIAL;1;2022-12-15T23:03:32.7228631;;0;0;295441 ;2022-12-15T23:03:32.8697804
101219;1588;VIGILANTE PARCIAL;1;2022-12-15T23:09:49.1329266;2023-09-08T11:48:40.0752862;1;0;295469 ;2022-12-15T23:09:49.3049652
101220;1588;VIGILANTE PARCIAL;1;2022-12-15T23:14:17.0559597;2023-01-25T13:44:48.4002355;1;1;297036 ;2022-12-15T23:14:17.1466579
101221;1588;VIGILANTE PARCIAL;1;2022-12-15T23:18:53.4616583;2023-02-10T18:28:05.8061029;1;1;297056 ;2022-12-15T23:18:53.6225802
101222;1588;VIGILANTE PARCIAL;1;2022-12-15T23:23:15.8162692;2023-03-14T09:35:43.17755;1;0;297065 ;2022-12-15T23:23:15.9700257
101223;1588;VIGILANTE PARCIAL;1;2022-12-15T23:28:45.4581797;2023-02-28T20:23:04.9993702;1;1;297071 ;2022-12-15T23:28:45.5889668
101224;1588;VIGILANTE PARCIAL;1;2022-12-15T23:32:47.4340474;;0;0;297075 ;2022-12-15T23:32:47.6004306
101225;1588;VIGILANTE PARCIAL;1;2022-12-15T23:37:09.292614;;0;0;295871 ;2022-12-15T23:37:09.4408218
101226;1588;VIGILANTE PARCIAL;1;2022-12-15T23:41:51.5071881;2023-08-30T15:11:46.5924204;1;1;295891 ;2022-12-15T23:41:51.59087
101227;1588;VIGILANTE PARCIAL;1;2022-12-15T23:45:53.4250998;;0;0;295884 ;2022-12-15T23:45:53.5801766
101228;1588;VIGILANTE PARCIAL;1;2022-12-15T23:50:04.1812826;2023-03-27T10:42:47.5289539;1;1;295877 ;2022-12-15T23:50:04.3296932
101230;1588;VIGILANTE INTERMITENTE;1;2022-12-16T00:35:58.9564958;2023-03-22T15:54:06.5804318;1;1;297451 ;2022-12-16T00:35:59.0849458
101402;1588;VIGILANTE PARCIAL;1;2022-12-16T11:39:00.5122022;;0;0; ;2022-12-16T11:39:00.8851182
101404;1588;VIGILANTE INTERMITENTE;1;2022-12-16T11:50:06.5354968;2023-01-11T09:16:46.6768781;1;1;296499 ;2022-12-16T11:50:06.7905693
101413;1588;VIGILANTE INTERMITENTE;1;2022-12-16T12:36:32.5450087;2023-01-23T08:21:10.5003983;1;1;296514 ;2022-12-16T12:36:32.7031945
101425;1588;RECEPCIONISTA;1;2022-12-16T13:51:34.420047;2023-01-05T15:10:50.026237;1;1;303703 ;2022-12-19T09:17:29.0296634
101442;1588;VIGILANTE INTERMITENTE;1;2022-12-16T14:52:54.6602354;2023-01-12T11:34:41.2687428;1;1;296522 ;2022-12-16T14:52:55.0191564
101447;1588;VIGILANTE INTERMITENTE;1;2022-12-16T15:03:41.7360504;2023-01-23T08:23:35.5420087;1;1;296533 ;2022-12-16T15:03:41.9160451
101451;1588;VIGILANTE INTERMITENTE;1;2022-12-16T15:14:23.2959905;2023-02-13T15:21:05.7484523;1;1;296535 ;2022-12-16T15:14:23.3971635
101455;1588;VIGILANTE INTERMITENTE;1;2022-12-16T15:21:38.3925895;2023-01-10T17:21:35.0870334;1;1;296538 ;2022-12-16T15:21:38.6801065
101456;1588;VIGILANTE PARCIAL;1;2022-12-16T15:22:46.6119652;2023-09-08T09:59:47.9695526;1;1;320951 ;2022-12-19T09:23:28.0215033
101462;1588;VIGILANTE INTERMITENTE;1;2022-12-16T15:30:05.1920207;2023-01-23T08:24:31.4950697;1;1;296542 ;2022-12-16T15:30:05.8301052
101464;1588;VIGILANTE PARCIAL;1;2022-12-16T15:41:17.0667739;;0;0; ;2022-12-19T09:29:00.6695628
101466;1588;VIGILANTE PARCIAL;1;2022-12-16T15:41:38.3151879;;0;0; ;2022-12-16T15:41:38.490593
101469;1588;VIGILANTE INTERMITENTE;1;2022-12-16T15:54:11.8318986;2023-01-27T16:47:43.1464671;1;1;296552 ;2022-12-16T15:54:12.0089704
101470;1588;VIGILANTE;1;2022-12-16T15:55:18.147769;;0;0; ;2022-12-20T16:26:04.6333184
101474;1588;VIGILANTE INTERMITENTE;1;2022-12-16T16:03:42.3328216;2023-03-30T17:47:48.0605945;1;1;297234 ;2022-12-16T16:03:46.0826892
101483;1588;AUXILIAR DE LIMPEZA;1;2022-12-16T16:38:58.0907518;;0;0;309925 ;2022-12-20T16:31:17.0591129
101484;1588;VIGILANTE PARCIAL;1;2022-12-16T16:42:22.2732141;2023-01-06T17:35:59.3908182;1;1;297264 ;2022-12-16T16:42:22.4378148
101489;1588;VIGILANTE PARCIAL;1;2022-12-16T17:01:21.633455;;0;0;302984 ;2022-12-16T17:01:21.7277381
101495;1588;VIGILANTE PARCIAL;1;2022-12-16T17:25:20.1387413;2023-05-08T10:18:20.6710217;1;1;297263 ;2022-12-16T17:25:20.2960009
101499;1588;VIGILANTE PARCIAL;1;2022-12-16T17:50:10.3381354;;0;0;297262 ;2022-12-16T17:50:10.448509
101502;1588;VIGILANTE PARCIAL;1;2022-12-16T18:05:42.8172519;;0;0; ;2022-12-16T18:05:42.9919794
101503;1588;VIGILANTE PARCIAL;1;2022-12-16T18:12:21.0805155;;0;0; ;2022-12-16T18:12:21.2669618
101505;1588;VIGILANTE PARCIAL;1;2022-12-16T18:19:08.4487568;2023-03-28T08:38:15.2616978;1;1;297083 ;2022-12-16T18:19:08.6038704
101506;1588;VIGILANTE PARCIAL;1;2022-12-16T18:24:29.0924949;2023-09-08T10:04:01.9517956;0;0;296810 ;2022-12-16T18:24:29.1929641
101508;1588;VIGILANTE PARCIAL;1;2022-12-16T18:33:47.6412501;;0;0;296808 ;2022-12-16T18:33:47.868938
101514;1588;VIGILANTE PARCIAL;1;2022-12-16T19:00:33.4955912;2023-04-12T17:23:35.1544702;1;1;296807 ;2022-12-16T19:00:33.5818052
101515;1588;VIGILANTE PARCIAL;1;2022-12-16T19:06:57.7546778;;0;0; ;2022-12-16T19:06:57.8447815
101516;1588;VIGILANTE PARCIAL;1;2022-12-16T19:12:36.9890686;;0;0;296805 ;2022-12-16T19:12:37.1118987
101531;1588;VIGILANTE;1;2022-12-17T22:24:20.40791;2023-01-10T08:46:46.1940673;1;1;297470 ;2022-12-20T16:17:56.6189148
101532;1588;VIGILANTE;1;2022-12-17T22:33:01.4534269;2023-09-26T14:43:25.3702445;1;1;297463 ;2022-12-20T17:11:23.1104907
101533;1588;VIGILANTE;1;2022-12-17T22:37:16.0334284;2023-01-25T20:28:35.4259879;1;1;297456 ;2022-12-20T17:11:47.1222788
101535;1588;AUXILIAR DE LIMPEZA;1;2022-12-18T11:45:33.6830044;;0;0; ;2022-12-20T15:16:54.1878468
101536;1588;AUXILIAR DE LIMPEZA;1;2022-12-18T11:55:53.3481112;;0;0; ;2022-12-20T14:57:50.888276
101537;1588;AUXILIAR DE LIMPEZA;1;2022-12-18T12:06:26.5638908;;0;0; ;2022-12-20T14:59:45.6648112
101540;1588;AUXILIAR DE LIMPEZA;1;2022-12-18T23:01:58.1059172;2023-09-08T15:21:11.8577275;1;1;299681 ;2022-12-20T15:09:43.7966552
101541;1588;VIGILANTE INTERMITENTE;1;2022-12-18T23:34:15.198791;;1;1;300687 ;2022-12-20T15:14:25.1901046
101688;1588;VIGILANTE FERISTA;1;2022-12-19T09:41:10.0290282;;0;0; ;2022-12-19T09:41:10.3096272
101753;1588;AUXILIAR DE SERVICOS GERAIS;1;2022-12-19T11:15:37.658946;;0;0;296562 ;2022-12-19T11:17:34.1584048
101762;1588;AUXILIAR DE SERVICOS GERAIS;1;2022-12-19T11:23:37.0926558;2023-01-23T08:25:12.6904561;0;0;296569 ;2022-12-19T11:23:37.3728856
101763;1588;SERVENTE DE LIMPEZA;1;2022-12-19T11:24:25.4551354;2023-02-15T18:20:32.787586;1;1;299087 ;2022-12-19T11:24:28.3514738
101810;1588;VIGILANTE LIDER;1;2022-12-19T12:05:34.9390007;2023-01-03T14:01:12.8953978;1;1;297392 ;2022-12-20T14:35:36.5062893
101914;1588;VIGILANTE;1;2022-12-19T16:32:55.1087117;;0;0; ;2022-12-19T16:32:57.2937765
101918;1588;VIGILANTE;1;2022-12-19T16:40:07.6623714;2023-09-08T11:38:55.5854088;1;1;296460 ;2022-12-19T16:40:07.8794901
101924;1588;PORTEIRO;1;2022-12-19T16:57:26.8261109;2023-08-30T10:22:17.7858959;1;1;297145 ;2022-12-20T14:39:03.6736234
101931;1588;VIGILANTE;1;2022-12-19T17:17:14.9434483;2023-01-23T14:10:24.1076846;1;1;246897 ;2022-12-20T14:41:32.547778
101933;1588;VIGILANTE;1;2022-12-19T17:24:14.3965006;2023-02-03T13:58:30.7407304;1;1;246890 ;2022-12-20T14:43:45.245651
101940;1588;VIGILANTE FERISTA;1;2022-12-19T17:35:10.9481226;2023-03-23T15:11:28.511375;1;1;287541 ;2022-12-20T14:50:42.8327586
101973;1588;VIGILANTE PARCIAL;1;2022-12-20T06:33:57.9494256;2023-01-23T08:24:51.1242764;0;0;296555 ;2022-12-20T06:33:58.1341586
101974;1588;VIGILANTE PARCIAL;1;2022-12-20T06:42:25.9431202;2023-02-15T18:20:43.2402485;1;1;297237 ;2022-12-20T06:42:26.1306899
101975;1588;VIGILANTE PARCIAL;1;2022-12-20T06:51:04.6313384;;0;0;313347 ;2022-12-20T06:51:04.838052
102105;1588;INSPETOR;1;2022-12-20T11:59:09.1101725;;0;0; ;2022-12-20T11:59:09.4283378
102143;1588;VIGILANTE;1;2022-12-20T15:03:20.6204853;2023-01-19T07:56:32.5249068;1;1;307674 ;2022-12-20T15:03:21.0385534
102210;1588;PORTEIRO;1;2022-12-20T17:19:52.1079113;2023-01-17T17:21:49.1350553;1;1;236280 ;2022-12-21T15:53:13.0388932
102216;1588;ANALISTA DE DESENV. HUMANO E ORGANIZACIONAL;1;2022-12-20T17:27:23.4409802;;1;1;296701 ;2022-12-21T10:08:09.4728437
102248;1588;VIGILANTE PARCIAL;1;2022-12-20T22:32:30.2078067;2023-02-07T16:33:05.2106606;1;1;299909 ;2022-12-20T22:32:30.485217
102385;1588;VIGILANTE;1;2022-12-21T11:58:58.5068548;;0;0; ;2022-12-21T11:58:58.6962763
102386;1588;VIGILANTE PARCIAL;1;2022-12-21T12:05:14.2187986;2023-01-06T11:13:24.4953932;1;1;297207 ;2022-12-21T12:05:15.4714801
102411;1588;VIGILANTE INTERMITENTE;1;2022-12-21T12:57:39.1755864;2023-01-06T11:13:33.735064;1;1;297457 ;2022-12-21T17:48:20.3595618
102461;1588;INSPETOR;1;2022-12-21T14:56:27.6123901;2023-01-05T12:14:02.679367;1;1;298796 ;2022-12-22T17:27:59.243899
102491;1588;PORTEIRO;1;2022-12-21T15:33:42.3995658;2023-09-08T10:04:50.6739414;1;1;297145 ;2022-12-21T17:51:50.8179787
102509;1588;PORTEIRO;1;2022-12-21T16:02:01.4230009;2023-09-08T10:04:27.2043023;1;1;297150 ;2022-12-21T17:56:54.4815503
102529;1588;VIGILANTE;1;2022-12-21T16:21:59.0408827;;0;0; ;2022-12-21T16:22:03.9391642
102586;1588;PORTEIRO;1;2022-12-21T18:03:20.1010507;2023-09-08T15:18:13.3427798;1;1;300223 ;2022-12-21T18:03:20.4075503
102607;1588;VIGILANTE INTERMITENTE;1;2022-12-21T20:09:55.9915029;2023-03-27T18:18:53.9373301;1;1;316657 ;2022-12-22T09:29:50.1038043
102612;1588;VIGILANTE PARCIAL;1;2022-12-21T20:41:22.5035525;;0;0; ;2022-12-22T16:35:04.2067312
102613;1588;VIGILANTE FERISTA;1;2022-12-21T22:49:49.9544414;;0;0;297692 ;2022-12-21T22:49:50.5630412
102614;1588;VIGILANTE FERISTA;1;2022-12-21T22:54:49.6821288;2023-02-06T17:45:27.3150617;1;1;297528 ;2022-12-21T22:54:49.7934263
102618;1588;VIGILANTE INTERMITENTE;1;2022-12-22T08:32:50.871941;2023-01-23T15:54:48.0471019;1;1;298102 ;2022-12-22T08:32:51.3592548
102619;1588;VIGILANTE PARCIAL;1;2022-12-22T08:39:02.8857456;2023-03-21T15:55:46.5622598;1;1;298090 ;2022-12-22T08:39:03.6640958
102621;1588;VIGILANTE INTERMITENTE;1;2022-12-22T08:45:36.7267135;2023-01-10T17:21:44.0240267;1;1;298087 ;2022-12-22T08:45:36.8461719
102625;1588;VIGILANTE INTERMITENTE;1;2022-12-22T08:51:28.8204606;2023-03-23T16:01:55.9642403;1;1;298073 ;2022-12-22T08:51:28.9226629
102628;1588;VIGILANTE INTERMITENTE;1;2022-12-22T09:01:06.2705418;2023-02-20T17:37:14.7519299;1;1;298065 ;2022-12-22T09:01:06.3902546
102631;1588;VIGILANTE PARCIAL;1;2022-12-22T09:07:39.3798993;2023-01-11T15:50:44.3326891;1;1;300178 ;2022-12-22T09:07:39.5442279
102696;1588;VIGILANTE PARCIAL;1;2022-12-22T11:28:19.0345989;2023-01-10T14:34:39.5839537;1;1;300177 ;2022-12-22T11:28:19.4160118
102698;1588;VIGILANTE PARCIAL;1;2022-12-22T11:36:20.4170179;2023-02-13T15:28:20.7347602;1;1;298063 ;2022-12-22T11:36:20.6046789
102701;1588;VIGILANTE INTERMITENTE;1;2022-12-22T11:50:29.2116261;2023-01-11T15:55:45.334011;1;1;300174 ;2022-12-22T11:50:29.6209748
102703;1588;VIGILANTE INTERMITENTE;1;2022-12-22T11:59:36.3515467;2023-03-14T09:33:51.6745063;1;1;299470 ;2022-12-22T11:59:36.6545909
102705;1588;AUXILIAR DE LIMPEZA;1;2022-12-22T12:08:51.6271171;2023-01-11T13:38:00.9697474;1;0;300708 ;2022-12-22T16:27:09.3958354
102706;1588;VIGILANTE INTERMITENTE;1;2022-12-22T12:12:00.4976046;2023-03-08T17:41:36.0849388;1;1;299458 ;2022-12-22T12:12:00.8120511
102713;1588;VIGILANTE INTERMITENTE;1;2022-12-22T12:20:53.7074066;;0;0;299450 ;2022-12-22T12:20:53.8983886
102746;1588;VIGILANTE PARCIAL;1;2022-12-22T15:26:45.0270311;2023-09-08T09:57:17.5899599;1;1;329934 ;2022-12-22T16:39:45.350824
102760;1588;VIGILANTE;1;2022-12-22T15:46:23.4377597;2022-12-30T11:48:35.2460826;1;1;297879 ;2022-12-22T15:46:23.6122571
102771;1588;VIGILANTE;1;2022-12-22T16:08:31.5414522;2023-02-09T10:08:26.4308111;1;1;283871 ;2022-12-22T16:42:44.6382274
102775;1588;AUXILIAR DE LIMPEZA;1;2022-12-22T16:12:10.7555167;;0;0; ;2022-12-22T16:46:41.1741193
102777;1588;VIGILANTE PARCIAL;1;2022-12-22T16:14:13.4623219;2023-03-31T11:12:02.447578;1;1;298262 ;2022-12-22T16:14:13.6484989
102780;1588;VIGILANTE PARCIAL;1;2022-12-22T16:19:57.0802613;;1;0;298480 ;2022-12-22T16:19:57.4524613
102787;1588;VIGILANTE PARCIAL;1;2022-12-22T16:29:34.8959612;2023-02-03T14:55:36.4129141;1;1;306188 ;2022-12-22T16:29:35.1342889
102788;1588;VIGILANTE;1;2022-12-22T16:31:58.8516247;2023-09-08T15:27:22.4788883;1;1;299655 ;2022-12-22T16:57:35.4634303
102791;1588;VIGILANTE;1;2022-12-22T16:41:40.7019879;2023-02-15T09:07:07.8690537;1;1;327170 ;2022-12-22T17:02:43.2867256
102793;1588;VIGILANTE;1;2022-12-22T16:44:45.5149537;;0;0;272499 ;2022-12-22T17:12:35.2498226
102812;1588;VIGILANTE PARCIAL;1;2022-12-22T17:14:09.8388612;2023-01-16T08:06:02.7509058;1;1;299453 ;2022-12-22T17:14:09.9673863
102813;1588;AUXILIAR DE LIMPEZA;1;2022-12-22T17:14:29.1093453;;0;0; ;2022-12-22T17:14:29.6412136
102814;1588;VIGILANTE PARCIAL;1;2022-12-22T17:15:23.1660269;2023-01-23T15:14:28.9844642;1;1;300296 ;2022-12-22T17:15:23.3228167
102818;1588;AUXILIAR DE LIMPEZA;1;2022-12-22T17:27:34.9622791;;0;0; ;2022-12-22T17:27:35.2130982
102820;1588;VIGILANTE;1;2022-12-22T17:32:54.2193865;;0;0; ;2022-12-22T17:32:54.5765726
102821;1588;AUXILIAR DE LIMPEZA;1;2022-12-22T17:33:47.4956147;2023-01-25T13:43:34.2332297;1;1;299156 ;2022-12-22T17:33:47.6187837
102845;1588;VIGILANTE;1;2022-12-22T18:03:15.3018781;2023-01-09T17:06:12.4634646;1;1;299163 ;2022-12-22T18:03:30.6323361
102851;1588;VIGILANTE;1;2022-12-22T18:12:08.9062048;2023-01-09T17:06:04.3408474;1;1;299163 ;2022-12-22T18:12:37.525424
102855;1588;VIGILANTE FERISTA;1;2022-12-22T19:27:47.5630166;2023-05-18T09:49:14.3551539;1;1;299791 ;2022-12-22T19:27:47.7611886
102856;1588;VIGILANTE INTERMITENTE;1;2022-12-22T19:39:41.4144767;2023-01-23T08:27:09.7143222;1;1;299459 ;2022-12-22T19:39:41.5909307
102867;1588;SERVENTE DE LIMPEZA;1;2022-12-23T08:35:33.0517909;;0;0; ;2022-12-23T08:35:33.5311084
102876;1588;SERVENTE DE LIMPEZA;1;2022-12-23T09:35:42.3597767;;0;0; ;2022-12-23T09:35:42.8120613
102882;1588;SERVENTE DE LIMPEZA;1;2022-12-23T09:48:09.2435915;;0;0; ;2022-12-23T09:48:09.4876418
102883;1588;ASSISTENTE ADMINISTRATIVO;1;2022-12-23T09:48:36.368742;2023-03-29T18:52:34.3876554;1;1;310727 ;2023-01-03T10:02:04.6488142
102888;1588;PORTEIRO;1;2022-12-23T10:10:15.2654971;2023-09-08T10:01:42.7811723;1;1;251967 ;2022-12-27T08:18:49.8514775
102916;1588;AUXILIAR ADMINISTRATIVO;1;2022-12-23T11:20:17.4731222;2023-04-10T12:19:14.4974742;1;1;310700 ;2023-01-24T08:52:47.6393159
102921;1588;AUXILIAR DE LIMPEZA;1;2022-12-23T11:27:22.6700799;;0;0;299148 ;2022-12-23T11:27:22.8554186
103074;1588;VIGILANTE PARCIAL;1;2022-12-24T10:58:17.3639767;2023-02-09T09:40:38.4685406;1;1;299224 ;2022-12-24T10:58:17.7043388
103084;1588;VIGILANTE;1;2022-12-25T12:12:10.3081482;;1;1;299210 ;2022-12-25T12:12:10.7923285
103085;1588;PORTEIRO;1;2022-12-25T17:48:21.1116731;;0;0; ;2022-12-25T17:48:21.3463993
103086;1588;VIGILANTE;1;2022-12-25T22:25:50.0993444;;0;0; ;2022-12-25T22:25:50.3127712
103116;1588;AUXILIAR DE LIMPEZA;1;2022-12-26T09:20:47.5070869;2023-01-12T17:41:04.9232794;1;1;299198 ;2022-12-26T09:20:48.9107622
103130;1588;VIGILANTE INTERMITENTE;1;2022-12-26T10:28:54.2527055;2023-01-12T11:35:44.6396687;1;1;299097 ;2022-12-26T10:29:06.4184176
103131;1588;VIGILANTE INTERMITENTE;1;2022-12-26T10:34:00.3190066;;0;0;299066 ;2022-12-26T10:34:01.1007157
103136;1588;VIGILANTE PARCIAL;1;2022-12-26T10:50:32.3111192;2023-02-01T17:42:02.1558093;1;1;299051 ;2022-12-26T10:50:32.6640455
103141;1588;AUXILIAR DE LIMPEZA;1;2022-12-26T11:38:17.2144179;2023-01-04T17:49:38.0455608;1;1;301000 ;2022-12-26T11:38:17.4786554
103143;1588;VIGILANTE;1;2022-12-26T11:39:49.2322667;2023-01-06T11:13:42.636093;1;1;300139 ;2022-12-27T08:10:26.3568824
103152;1588;VIGILANTE INTERMITENTE;1;2022-12-26T11:52:02.7419188;2023-01-05T15:50:09.9423654;1;1;261812 ;2022-12-26T11:52:03.0153198
103154;1588;VIGILANTE INTERMITENTE;1;2022-12-26T12:04:44.1991135;2023-01-05T15:50:06.237956;1;1;261812 ;2022-12-26T12:04:44.4646626
103166;1588;VIGILANTE INTERMITENTE;1;2022-12-26T12:46:08.436821;2023-01-06T11:13:14.5920342;1;1;300138 ;2022-12-27T08:05:18.5789866
103168;1588;VIGILANTE INTERMITENTE;1;2022-12-26T12:55:52.2225499;2023-01-10T16:52:02.8706417;1;1;300140 ;2022-12-27T08:07:11.028437
103183;1588;VIGILANTE;1;2022-12-26T14:04:40.7936913;;1;0;302819 ;2022-12-26T14:04:41.0441028
103194;1588;VIGILANTE;1;2022-12-26T14:27:18.8010858;2023-01-18T17:11:38.2044618;1;1;307099 ;2022-12-26T14:27:19.3640609
103195;1588;VIGILANTE PARCIAL;1;2022-12-26T14:31:36.0413734;2023-08-28T08:37:44.8584634;1;1;299776 ;2022-12-26T14:31:36.6341751
103260;1588;VIGILANTE INTERMITENTE;1;2022-12-26T17:04:41.089375;2023-02-03T13:58:11.8753857;1;1;246890 ;2022-12-27T07:59:38.3386027
103287;1588;AUXILIAR ADMINISTRATIVO;1;2022-12-26T18:18:13.3239535;;0;0; ;2022-12-26T18:18:13.6685717
103292;1588;AUXILIAR DE SERVICOS GERAIS;1;2022-12-26T20:20:20.4538932;;0;0; ;2022-12-26T20:20:20.927866
103293;1588;VIGILANTE INTERMITENTE;1;2022-12-26T20:52:06.8151417;;0;0; ;2022-12-26T20:52:07.0013277
103296;1588;PORTEIRO;1;2022-12-26T21:10:36.7842914;;0;0;307106 ;2022-12-26T21:10:37.1424871
103297;1588;VIGILANTE INTERMITENTE;1;2022-12-26T21:23:36.8858881;;0;0; ;2022-12-26T21:23:37.0521017
103344;1588;VIGILANTE FERISTA;1;2022-12-27T09:49:13.5272279;2023-01-31T15:22:12.6520787;1;1;311042 ;2022-12-27T09:49:13.8620835
103349;1588;VIGILANTE FERISTA;1;2022-12-27T10:01:33.9927658;2023-02-01T18:18:01.9516364;1;1;311032 ;2022-12-27T10:01:34.0843059
103367;1588;PORTEIRO;1;2022-12-27T10:38:37.7592508;;0;0; ;2022-12-27T10:38:37.9952799
103381;1588;PORTEIRO;1;2022-12-27T11:02:31.3955052;2023-09-08T11:24:40.3734208;1;1;308152 ;2022-12-27T11:02:31.6685444
103419;1588;VIGILANTE FERISTA;1;2022-12-27T11:38:59.8280377;2023-01-18T17:24:28.2161699;1;1;311017 ;2022-12-27T11:39:00.4063192
103436;1588;VIGILANTE;1;2022-12-27T12:16:17.8441989;2023-01-06T17:36:16.486183;1;0;302991 ;2022-12-27T12:16:18.1233243
103444;1588;VIGILANTE PARCIAL;1;2022-12-27T13:13:00.9198441;;0;0;295557 ;2022-12-27T13:13:01.2005999
103486;1588;SERVENTE DE LIMPEZA;1;2022-12-27T15:50:29.0716489;;0;0; ;2022-12-27T15:50:29.3127193
103487;1588;SERVENTE DE LIMPEZA;1;2022-12-27T15:51:56.2997512;2023-01-13T17:17:29.0885674;1;0;300123 ;2022-12-27T15:51:56.4926175
103493;1588;SERVENTE DE LIMPEZA;1;2022-12-27T15:58:42.0302038;2023-03-08T17:25:18.9569635;1;1;325308 ;2022-12-27T15:58:43.3515828
103501;1588;AUXILIAR DE SERVICOS GERAIS;1;2022-12-27T16:16:36.2623301;2023-02-06T09:19:52.5701687;1;1;325372 ;2022-12-27T16:16:36.4594314
103557;1588;ANALISTA DE DESENV. HUMANO E ORGANIZACIONAL;1;2022-12-27T19:07:31.3420256;2023-01-03T16:42:58.6793188;1;1;265763 ;2023-01-03T10:09:24.6427052
103558;1588;ANALISTA DE DESENV. HUMANO E ORGANIZACIONAL;1;2022-12-27T19:35:15.3382634;2023-01-03T16:32:16.7007203;1;1;294450 ;2023-01-03T10:08:40.9010133
103564;1588;PORTEIRO;1;2022-12-27T22:25:10.3511341;;0;0; ;2022-12-27T22:25:10.6751104
103565;1588;PORTEIRO;1;2022-12-27T22:36:17.4839995;2023-01-13T10:55:45.5616885;1;1;309608 ;2022-12-27T22:36:17.7344044
103597;1588;SERVENTE DE LIMPEZA;1;2022-12-28T10:12:09.5389842;;0;0;311045 ;2022-12-28T10:12:10.1796657
103617;1588;VIGILANTE;1;2022-12-28T12:14:36.3891535;;0;0; ;2022-12-28T12:14:37.9752089
103688;1588;VIGILANTE PARCIAL;1;2022-12-28T16:15:08.8361147;2023-09-08T09:59:04.2903407;1;1;329231 ;2022-12-30T07:38:07.7759651
103710;1588;AUXILIAR DE SERVICOS GERAIS;1;2022-12-28T17:12:18.4477945;;0;0; ;2022-12-28T17:12:18.6603535
103724;1588;PORTEIRO;1;2022-12-28T17:30:45.5476652;;0;0; ;2022-12-28T17:30:45.7994641
103757;1588;VIGILANTE;1;2022-12-28T17:58:38.9730571;2022-12-29T09:24:27.8993065;1;1;258871 ;2022-12-28T17:58:39.3076341
103806;1588;AUXILIAR DE SERVICOS GERAIS;1;2022-12-29T10:25:11.1219232;2023-01-06T11:19:15.8945514;0;0;302828 ;2022-12-29T10:25:58.0796875
103811;1588;VIGILANTE INTERMITENTE;1;2022-12-29T10:37:45.3654521;2023-01-25T13:44:59.1139605;1;0;302830 ;2022-12-29T10:37:45.5601238
103815;1588;VIGILANTE INTERMITENTE;1;2022-12-29T10:51:02.2531694;2023-01-25T13:45:19.2817285;1;1;302832 ;2022-12-29T10:51:02.5182076
103825;1588;VIGILANTE FERISTA;1;2022-12-29T11:01:59.0798757;2023-01-25T13:44:15.3212064;1;1;302835 ;2022-12-29T11:01:59.3576382
103833;1588;VIGILANTE INTERMITENTE;1;2022-12-29T11:41:59.4796025;;0;0; ;2022-12-29T11:41:59.6733457
103834;1588;VIGILANTE;1;2022-12-29T11:45:11.9745141;2023-02-01T18:18:31.2437602;1;1;316206 ;2022-12-29T11:45:12.1064235
103838;1588;VIGILANTE;1;2022-12-29T12:05:25.5921943;2023-02-06T12:39:13.5905136;1;1;331885 ;2022-12-29T12:05:25.691903
103839;1588;VIGILANTE INTERMITENTE;1;2022-12-29T12:13:56.5707015;2023-09-08T09:55:51.4106234;1;1;322237 ;2022-12-30T07:46:34.6137817
103842;1588;VIGILANTE;1;2022-12-29T12:21:43.5036771;;1;1;302197 ;2022-12-29T12:21:43.6471773
103847;1588;VIGILANTE;1;2022-12-29T12:32:28.0686989;;1;0;302197 ;2022-12-29T12:32:28.2385338
103850;1588;AUXILIAR DE SERVICOS GERAIS;1;2022-12-29T12:38:58.1237027;;0;0; ;2022-12-30T07:42:31.6996064
103868;1588;VIGILANTE;1;2022-12-29T14:14:28.2000789;2023-01-09T17:05:40.8312773;1;1;297616 ;2022-12-29T14:16:04.1024167
